# Dec (deg)	HA (hours)	Track len (sec)	Azimuth Angle (rad)
-71.2500000000	-1.2000000000	10302.8010711670	3.1700851537
-71.2500000000	-1.0000000000	10382.8010711670	3.1957305142
-71.2500000000	-0.8000000000	10542.8010711670	3.2221648756
-71.2500000000	-0.6000000000	10772.8010711670	3.2488805290
-71.2500000000	-0.4000000000	10542.8010711670	3.2688226719
-71.2500000000	-0.2000000000	9822.8010711670	3.2823171290
-71.2500000000	0.0000000000	9102.8010711670	3.2957568159
-71.2500000000	0.2000000000	8392.8010711670	3.3091840093
-71.2500000000	0.4000000000	7672.8010711670	3.3222552354
-71.2500000000	0.6000000000	6952.8010711670	3.3350190283
-71.2500000000	0.8000000000	6232.8010711670	3.3474002452
-71.2500000000	1.0000000000	5522.8010711670	3.3594600433
-71.2500000000	1.2000000000	4802.8010711670	3.3708794876
-71.2500000000	1.4000000000	4082.8010711670	3.3817362003
-71.2500000000	1.6000000000	3362.8010711670	3.3919873353
-71.2500000000	1.8000000000	2652.8010711670	3.4017282209
-71.2500000000	2.0000000000	1932.8010711670	3.4106746873
-71.2500000000	2.2000000000	1212.8010711670	3.4189385845
-71.2500000000	2.4000000000	492.8010711670	3.4265098127
-71.0000000000	-2.5665754050	10846.4169769287	3.0140403884
-71.0000000000	-2.5660278240	10846.4169769287	3.0141277598
-71.0000000000	-2.5654802429	10846.4169769287	3.0142145950
-71.0000000000	-2.5649326619	10846.4169769287	3.0143008266
-71.0000000000	-2.5643850808	10846.4169769287	3.0143863913
-71.0000000000	-2.5638374886	10846.4169769287	3.0144712274
-71.0000000000	-2.4000000000	10666.4169769287	3.0299844562
-71.0000000000	-2.2000000000	10476.4169769287	3.0501582388
-71.0000000000	-2.0000000000	10326.4169769287	3.0715982347
-71.0000000000	-1.8000000000	10216.4169769287	3.0942034892
-71.0000000000	-1.6000000000	10156.4169769287	3.1180272083
-71.0000000000	-1.4000000000	10126.4169769287	-3.1407045570
-71.0000000000	-1.2000000000	10156.4169769287	3.1681146968
-71.0000000000	-1.0000000000	10246.4169769287	3.1944680355
-71.0000000000	-0.8000000000	10386.4169769287	3.2211726786
-71.0000000000	-0.6000000000	10616.4169769287	3.2484990742
-71.0000000000	-0.4000000000	10696.4169769287	3.2729333668
-71.0000000000	-0.2000000000	9986.4169769287	3.2868065125
-71.0000000000	0.0000000000	9266.4169769287	3.3004945909
-71.0000000000	0.2000000000	8546.4169769287	3.3140366464
-71.0000000000	0.4000000000	7826.4169769287	3.3273450612
-71.0000000000	0.6000000000	7116.4169769287	3.3404655573
-71.0000000000	0.8000000000	6396.4169769287	3.3530625996
-71.0000000000	1.0000000000	5676.4169769287	3.3651951364
-71.0000000000	1.2000000000	4956.4169769287	3.3768014149
-71.0000000000	1.4000000000	4246.4169769287	3.3879577510
-71.0000000000	1.6000000000	3526.4169769287	3.3983625142
-71.0000000000	1.8000000000	2806.4169769287	3.4081104604
-71.0000000000	2.0000000000	2086.4169769287	3.4171761640
-71.0000000000	2.2000000000	1376.4169769287	3.4256715879
-71.0000000000	2.4000000000	656.4169769287	3.4333290985
-70.7500000000	-2.6000000000	10776.4505405426	3.0066732053
-70.7500000000	-2.5994524189	10776.4505405426	3.0067615871
-70.7500000000	-2.5989048379	10776.4505405426	3.0068494516
-70.7500000000	-2.5983572568	10776.4505405426	3.0069367323
-70.7500000000	-2.5978096758	10776.4505405426	3.0070233642
-70.7500000000	-2.5972620947	10776.4505405426	3.0071092844
-70.7500000000	-2.4000000000	10546.4505405426	3.0258081623
-70.7500000000	-2.2000000000	10366.4505405426	3.0465158033
-70.7500000000	-2.0000000000	10206.4505405426	3.0681387803
-70.7500000000	-1.8000000000	10096.4505405426	3.0911558646
-70.7500000000	-1.6000000000	10026.4505405426	3.1152448410
-70.7500000000	-1.4000000000	9996.4505405426	-3.1428384486
-70.7500000000	-1.2000000000	10026.4505405426	3.1663299371
-70.7500000000	-1.0000000000	10106.4505405426	3.1930659334
-70.7500000000	-0.8000000000	10246.4505405426	3.2203453919
-70.7500000000	-0.6000000000	10456.4505405426	3.2479881276
-70.7500000000	-0.4000000000	10766.4505405426	3.2759986706
-70.7500000000	-0.2000000000	10136.4505405426	3.2911586948
-70.7500000000	0.0000000000	9416.4505405426	3.3050978984
-70.7500000000	0.2000000000	8696.4505405426	3.3188867758
-70.7500000000	0.4000000000	7986.4505405426	3.3325635914
-70.7500000000	0.6000000000	7266.4505405426	3.3457848293
-70.7500000000	0.8000000000	6546.4505405426	3.3585994794
-70.7500000000	1.0000000000	5826.4505405426	3.3709355055
-70.7500000000	1.2000000000	5116.4505405426	3.3828584198
-70.7500000000	1.4000000000	4396.4505405426	3.3940568698
-70.7500000000	1.6000000000	3676.4505405426	3.4046154605
-70.7500000000	1.8000000000	2956.4505405426	3.4144996583
-70.7500000000	2.0000000000	2246.4505405426	3.4238129219
-70.7500000000	2.2000000000	1526.4505405426	3.4322810254
-70.7500000000	2.4000000000	806.4505405426	3.4400238429
-70.7500000000	2.6000000000	86.4505405426	3.4470394941
-70.5000000000	-2.6328770139	10713.0868992805	2.9993558058
-70.5000000000	-2.6323294329	10713.0868992805	2.9994446661
-70.5000000000	-2.6317818518	10713.0868992805	2.9995329616
-70.5000000000	-2.6312342708	10713.0868992805	2.9996206268
-70.5000000000	-2.6306866897	10713.0868992805	2.9997075975
-70.5000000000	-2.6000000000	10673.0868992805	3.0024237586
-70.5000000000	-2.4000000000	10443.0868992805	3.0218623990
-70.5000000000	-2.2000000000	10253.0868992805	3.0427159684
-70.5000000000	-2.0000000000	10093.0868992805	3.0647123584
-70.5000000000	-1.8000000000	9983.0868992805	3.0881423543
-70.5000000000	-1.6000000000	9903.0868992805	3.1124899723
-70.5000000000	-1.4000000000	9873.0868992805	3.1379772563
-70.5000000000	-1.2000000000	9893.0868992805	3.1644003561
-70.5000000000	-1.0000000000	9963.0868992805	3.1915212364
-70.5000000000	-0.8000000000	10103.0868992805	3.2193873934
-70.5000000000	-0.6000000000	10313.0868992805	3.2476379437
-70.5000000000	-0.4000000000	10603.0868992805	3.2760109182
-70.5000000000	-0.2000000000	10283.0868992805	3.2955033431
-70.5000000000	0.0000000000	9563.0868992805	3.3096964957
-70.5000000000	0.2000000000	8843.0868992805	3.3237348954
-70.5000000000	0.4000000000	8133.0868992805	3.3376534939
-70.5000000000	0.6000000000	7413.0868992805	3.3511067092
-70.5000000000	0.8000000000	6693.0868992805	3.3641408041
-70.5000000000	1.0000000000	5973.0868992805	3.3766817599
-70.5000000000	1.2000000000	5263.0868992805	3.3887932238
-70.5000000000	1.4000000000	4543.0868992805	3.4001634434
-70.5000000000	1.6000000000	3823.0868992805	3.4108760688
-70.5000000000	1.8000000000	3103.0868992805	3.4208963587
-70.5000000000	2.0000000000	2393.0868992805	3.4303275910
-70.5000000000	2.2000000000	1673.0868992805	3.4388966604
-70.5000000000	2.4000000000	953.0868992805	3.4467237996
-70.5000000000	2.6000000000	233.0868992805	3.4538079974
-70.2500000000	-2.6975358797	10696.5052523613	2.9891102587
-70.2500000000	-2.6663016089	10646.5052523613	2.9917191755
-70.2500000000	-2.6657540278	10646.5052523613	2.9918090080
-70.2500000000	-2.6652064468	10646.5052523613	2.9918982957
-70.2500000000	-2.6646588657	10646.5052523613	2.9919869719
-70.2500000000	-2.6000000000	10566.5052523613	2.9980203024
-70.2500000000	-2.4000000000	10336.5052523613	3.0177633799
-70.2500000000	-2.2000000000	10136.5052523613	3.0387569965
-70.2500000000	-2.0000000000	9986.5052523613	3.0613287630
-70.2500000000	-1.8000000000	9866.5052523613	3.0849765828
-70.2500000000	-1.6000000000	9786.5052523613	3.1097723446
-70.2500000000	-1.4000000000	9746.5052523613	3.1355571991
-70.2500000000	-1.2000000000	9766.5052523613	3.1625032718
-70.2500000000	-1.0000000000	9836.5052523613	3.1901747350
-70.2500000000	-0.8000000000	9966.5052523613	3.2184578564
-70.2500000000	-0.6000000000	10166.5052523613	3.2471675683
-70.2500000000	-0.4000000000	10456.5052523613	3.2761775438
-70.2500000000	-0.2000000000	10416.5052523613	3.2997128033
-70.2500000000	0.0000000000	9706.5052523613	3.3142908560
-70.2500000000	0.2000000000	8986.5052523613	3.3285815318
-70.2500000000	0.4000000000	8266.5052523613	3.3426163404
-70.2500000000	0.6000000000	7546.5052523613	3.3563037240
-70.2500000000	0.8000000000	6836.5052523613	3.3696872033
-70.2500000000	1.0000000000	6116.5052523613	3.3824345390
-70.2500000000	1.2000000000	5396.5052523613	3.3946074649
-70.2500000000	1.4000000000	4686.5052523613	3.4062780954
-70.2500000000	1.6000000000	3966.5052523613	3.4171449399
-70.2500000000	1.8000000000	3246.5052523613	3.4273011319
-70.2500000000	2.0000000000	2526.5052523613	3.4367217067
-70.2500000000	2.2000000000	1806.5052523613	3.4453909137
-70.2500000000	2.4000000000	1096.5052523613	3.4534294313
-70.2500000000	2.6000000000	376.5052523613	3.4605809820
-70.0000000000	-2.7331508101	10636.8789854050	2.9810723143
-70.0000000000	-2.7326032290	10636.8789854050	2.9811627947
-70.0000000000	-2.7320556479	10636.8789854050	2.9812527620
-70.0000000000	-2.7315080557	10636.8789854050	2.9813421492
-70.0000000000	-2.7309604746	10636.8789854050	2.9814308894
-70.0000000000	-2.6000000000	10466.8789854050	2.9936680792
-70.0000000000	-2.4000000000	10236.8789854050	3.0137158495
-70.0000000000	-2.2000000000	10036.8789854050	3.0350474068
-70.0000000000	-2.0000000000	9876.8789854050	3.0577948909
-70.0000000000	-1.8000000000	9746.8789854050	3.0816565170
-70.0000000000	-1.6000000000	9666.8789854050	3.1069057720
-70.0000000000	-1.4000000000	9626.8789854050	3.1331777148
-70.0000000000	-1.2000000000	9636.8789854050	3.1604643141
-70.0000000000	-1.0000000000	9706.8789854050	3.1886963888
-70.0000000000	-0.8000000000	9826.8789854050	3.2174000273
-70.0000000000	-0.6000000000	10026.8789854050	3.2467287639
-70.0000000000	-0.4000000000	10306.8789854050	3.2762360423
-70.0000000000	-0.2000000000	10556.8789854050	3.3040440962
-70.0000000000	0.0000000000	9836.8789854050	3.3187538118
-70.0000000000	0.2000000000	9116.8789854050	3.3332995341
-70.0000000000	0.4000000000	8406.8789854050	3.3477092617
-70.0000000000	0.6000000000	7686.8789854050	3.3616331109
-70.0000000000	0.8000000000	6966.8789854050	3.3751116606
-70.0000000000	1.0000000000	6246.8789854050	3.3880667999
-70.0000000000	1.2000000000	5536.8789854050	3.4005583482
-70.0000000000	1.4000000000	4816.8789854050	3.4122738353
-70.0000000000	1.6000000000	4096.8789854050	3.4232950243
-70.0000000000	1.8000000000	3376.8789854050	3.4335868628
-70.0000000000	2.0000000000	2666.8789854050	3.4432523659
-70.0000000000	2.2000000000	1946.8789854050	3.4520209062
-70.0000000000	2.4000000000	1226.8789854050	3.4600135533
-70.0000000000	2.6000000000	506.8789854050	3.4672311956
-69.7500000000	-2.7665754050	10594.3757944107	2.9735884142
-69.7500000000	-2.7660278240	10594.3757944107	2.9736797669
-69.7500000000	-2.7654802429	10584.3757944107	2.9735609751
-69.7500000000	-2.7649326619	10584.3757944107	2.9736512820
-69.7500000000	-2.7643850808	10584.3757944107	2.9737409611
-69.7500000000	-2.7638374886	10584.3757944107	2.9738299479
-69.7500000000	-2.6000000000	10364.3757944107	2.9891670199
-69.7500000000	-2.4000000000	10134.3757944107	3.0095200411
-69.7500000000	-2.2000000000	9934.3757944107	3.0311910991
-69.7500000000	-2.0000000000	9764.3757944107	3.0541090777
-69.7500000000	-1.8000000000	9644.3757944107	3.0785889233
-69.7500000000	-1.6000000000	9554.3757944107	3.1040885153
-69.7500000000	-1.4000000000	9514.3757944107	3.1308489768
-69.7500000000	-1.2000000000	9524.3757944107	3.1586577104
-69.7500000000	-1.0000000000	9574.3757944107	3.1870837596
-69.7500000000	-0.8000000000	9694.3757944107	3.2163814586
-69.7500000000	-0.6000000000	9884.3757944107	3.2461723123
-69.7500000000	-0.4000000000	10154.3757944107	3.2761838348
-69.7500000000	-0.2000000000	10544.3757944107	3.3064453913
-69.7500000000	0.0000000000	9964.3757944107	3.3232143948
-69.7500000000	0.2000000000	9244.3757944107	3.3380180260
-69.7500000000	0.4000000000	8534.3757944107	3.3526771989
-69.7500000000	0.6000000000	7814.3757944107	3.3668397757
-69.7500000000	0.8000000000	7094.3757944107	3.3805433798
-69.7500000000	1.0000000000	6374.3757944107	3.3937077904
-69.7500000000	1.2000000000	5664.3757944107	3.4063908716
-69.7500000000	1.4000000000	4944.3757944107	3.4182798248
-69.7500000000	1.6000000000	4224.3757944107	3.4294554916
-69.7500000000	1.8000000000	3504.3757944107	3.4398827227
-69.7500000000	2.0000000000	2794.3757944107	3.4496644612
-69.7500000000	2.2000000000	2074.3757944107	3.4585314272
-69.7500000000	2.4000000000	1354.3757944107	3.4666051823
-69.7500000000	2.6000000000	634.3757944107	3.4738876481
-69.5000000000	-2.8000000000	10549.1578087807	2.9658997964
-69.5000000000	-2.7994524189	10549.1578087807	2.9659919950
-69.5000000000	-2.7989048379	10549.1578087807	2.9660837201
-69.5000000000	-2.7983572568	10539.1578087807	2.9659618291
-69.5000000000	-2.7978096758	10539.1578087807	2.9660524110
-69.5000000000	-2.7972620947	10539.1578087807	2.9661423188
-69.5000000000	-2.6000000000	10269.1578087807	2.9847299373
-69.5000000000	-2.4000000000	10039.1578087807	3.0053885262
-69.5000000000	-2.2000000000	9829.1578087807	3.0271867794
-69.5000000000	-2.0000000000	9669.1578087807	3.0506921344
-69.5000000000	-1.8000000000	9539.1578087807	3.0753796896
-69.5000000000	-1.6000000000	9449.1578087807	3.1013310712
-69.5000000000	-1.4000000000	9399.1578087807	3.1283822148
-69.5000000000	-1.2000000000	9409.1578087807	3.1567213148
-69.5000000000	-1.0000000000	9459.1578087807	3.1857028911
-69.5000000000	-0.8000000000	9569.1578087807	3.2154119717
-69.5000000000	-0.6000000000	9749.1578087807	3.2456582114
-69.5000000000	-0.4000000000	10019.1578087807	3.2763160444
-69.5000000000	-0.2000000000	10389.1578087807	3.3069758795
-69.5000000000	0.0000000000	10089.1578087807	3.3276732704
-69.5000000000	0.2000000000	9369.1578087807	3.3427377300
-69.5000000000	0.4000000000	8649.1578087807	3.3575220203
-69.5000000000	0.6000000000	7939.1578087807	3.3720526070
-69.5000000000	0.8000000000	7219.1578087807	3.3859831931
-69.5000000000	1.0000000000	6499.1578087807	3.3993583519
-69.5000000000	1.2000000000	5779.1578087807	3.4121069688
-69.5000000000	1.4000000000	5069.1578087807	3.4242968861
-69.5000000000	1.6000000000	4349.1578087807	3.4356271379
-69.5000000000	1.8000000000	3629.1578087807	3.4461894727
-69.5000000000	2.0000000000	2909.1578087807	3.4559598135
-69.5000000000	2.2000000000	2199.1578087807	3.4650512402
-69.5000000000	2.4000000000	1479.1578087807	3.4732049640
-69.5000000000	2.6000000000	759.1578087807	3.4805509481
-69.5000000000	2.8000000000	39.1578087807	3.4870988917
-69.2500000000	-2.8328770139	10501.3817119598	2.9581011933
-69.2500000000	-2.8323294329	10501.3817119598	2.9581937557
-69.2500000000	-2.8317818518	10501.3817119598	2.9582857957
-69.2500000000	-2.8312342708	10501.3817119598	2.9583772450
-69.2500000000	-2.8306866897	10501.3817119598	2.9584680372
-69.2500000000	-2.8000000000	10461.3817119598	2.9612721038
-69.2500000000	-2.6000000000	10181.3817119598	2.9803671119
-69.2500000000	-2.4000000000	9941.3817119598	3.0011142813
-69.2500000000	-2.2000000000	9731.3817119598	3.0232500631
-69.2500000000	-2.0000000000	9561.3817119598	3.0469211627
-69.2500000000	-1.8000000000	9431.3817119598	3.0720272620
-69.2500000000	-1.6000000000	9341.3817119598	3.0984355281
-69.2500000000	-1.4000000000	9291.3817119598	3.1259789788
-69.2500000000	-1.2000000000	9291.3817119598	3.1546531837
-69.2500000000	-1.0000000000	9341.3817119598	3.1841999260
-69.2500000000	-0.8000000000	9451.3817119598	3.2145016343
-69.2500000000	-0.6000000000	9621.3817119598	3.2451961890
-69.2500000000	-0.4000000000	9881.3817119598	3.2763482131
-69.2500000000	-0.2000000000	10241.3817119598	3.3075438825
-69.2500000000	0.0000000000	10201.3817119598	3.3320045498
-69.2500000000	0.2000000000	9491.3817119598	3.3474593672
-69.2500000000	0.4000000000	8771.3817119598	3.3624988623
-69.2500000000	0.6000000000	8051.3817119598	3.3771458940
-69.2500000000	0.8000000000	7331.3817119598	3.3913053744
-69.2500000000	1.0000000000	6621.3817119598	3.4050193246
-69.2500000000	1.2000000000	5901.3817119598	3.4179618516
-69.2500000000	1.4000000000	5181.3817119598	3.4301993157
-69.2500000000	1.6000000000	4461.3817119598	3.4416841951
-69.2500000000	1.8000000000	3751.3817119598	3.4525078687
-69.2500000000	2.0000000000	3031.3817119598	3.4623935095
-69.2500000000	2.2000000000	2311.3817119598	3.4714545046
-69.2500000000	2.4000000000	1591.3817119598	3.4796869825
-69.2500000000	2.6000000000	881.3817119598	3.4872216932
-69.2500000000	2.8000000000	161.3817119598	3.4938164518
-69.0000000000	-2.8663016089	10471.1988615990	2.9504490266
-69.0000000000	-2.8657540278	10471.1988615990	2.9505423839
-69.0000000000	-2.8652064468	10471.1988615990	2.9506352380
-69.0000000000	-2.8646588657	10471.1988615990	2.9507275201
-69.0000000000	-2.8641112847	10471.1988615990	2.9508191629
-69.0000000000	-2.8000000000	10371.1988615990	2.9565084511
-69.0000000000	-2.6000000000	10091.1988615990	2.9758679232
-69.0000000000	-2.4000000000	9851.1988615990	2.9969177753
-69.0000000000	-2.2000000000	9641.1988615990	3.0193917231
-69.0000000000	-2.0000000000	9471.1988615990	3.0434406331
-69.0000000000	-1.8000000000	9331.1988615990	3.0687468895
-69.0000000000	-1.6000000000	9241.1988615990	3.0956131776
-69.0000000000	-1.4000000000	9181.1988615990	3.1234425034
-69.0000000000	-1.2000000000	9181.1988615990	3.1526523393
-69.0000000000	-1.0000000000	9221.1988615990	3.1825729655
-69.0000000000	-0.8000000000	9331.1988615990	3.2134784659
-69.0000000000	-0.6000000000	9501.1988615990	3.2447962018
-69.0000000000	-0.4000000000	9751.1988615990	3.2764347964
-69.0000000000	-0.2000000000	10101.1988615990	3.3081584008
-69.0000000000	0.0000000000	10321.1988615990	3.3364625019
-69.0000000000	0.2000000000	9601.1988615990	3.3520575764
-69.0000000000	0.4000000000	8881.1988615990	3.3673550093
-69.0000000000	0.6000000000	8171.1988615990	3.3823739945
-69.0000000000	0.8000000000	7451.1988615990	3.3967643825
-69.0000000000	1.0000000000	6731.1988615990	3.4105654657
-69.0000000000	1.2000000000	6011.1988615990	3.4237028609
-69.0000000000	1.4000000000	5301.1988615990	3.4362414859
-69.0000000000	1.6000000000	4581.1988615990	3.4478810804
-69.0000000000	1.8000000000	3861.1988615990	3.4587125803
-69.0000000000	2.0000000000	3141.1988615990	3.4687127739
-69.0000000000	2.2000000000	2431.1988615990	3.4779954371
-69.0000000000	2.4000000000	1711.1988615990	3.4863054828
-69.0000000000	2.6000000000	991.1988615990	3.4937744002
-69.0000000000	2.8000000000	271.1988615990	3.5004144526
-68.7500000000	-2.8991786228	10438.7554059029	2.9427054782
-68.7500000000	-2.8986310418	10438.7554059029	2.9427991180
-68.7500000000	-2.8980834607	10438.7554059029	2.9428922048
-68.7500000000	-2.8975358797	10438.7554059029	2.9429846708
-68.7500000000	-2.8663016089	10388.7554059029	2.9456928090
-68.7500000000	-2.8000000000	10288.7554059029	2.9518323233
-68.7500000000	-2.6000000000	10008.7554059029	2.9714566637
-68.7500000000	-2.4000000000	9758.7554059029	2.9925846248
-68.7500000000	-2.2000000000	9548.7554059029	3.0153979773
-68.7500000000	-2.0000000000	9368.7554059029	3.0396036833
